id;codigo;codigo_pesq;descricao;grupo_cofap;linha;posicao;unidade;foto;foto2;foto3;observacao;texto_busca
678;GP32867;GP32867;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA ESQUERDA;;GP32867.jpg;;;; GP32867 AMORTECEDOR 127/2013 1272013 4166/2012 41662012 518455060 51959678 51959694 808415MM HG 33074 HG33074 HG 33076 HG33076 SP009 FIAT GRAND SIENA PALIO 2ª GERACAO - EXCETO SPORTING  AMORTECEDOR TURBOGAS DIANTEIRA ESQUERDA ORIGINAL 518455060 NAKATA HG 33074 NAKATA HG 33076 ORIGINAL 51959678 ORIGINAL 51959694 REGISTRO INMETRO 127/2013 REGISTRO INMETRO 4166/2012 MONROE SP009 MONROE 808415MM
681;GP32914PS;GP32914PS;AMORTECEDOR;AMORTECEDORES;POWER SHOCK (TURBOGAS);DIANTEIRA DIREITA;;GP32914PS.jpg;;;; GP32914PS AMORTECEDOR 127/2013 1272013 4166/2012 41662012 4169/2012 41692012 519156830 FIAT GRAND SIENA PALIO 2ª GERACAO - EXCETO SPORTING  AMORTECEDOR POWER SHOCK (TURBOGAS) DIANTEIRA DIREITA ORIGINAL 519156830 REGISTRO INMETRO 127/2013 REGISTRO INMETRO 4166/2012 REGISTRO INMETRO 4169/2012
682;GP32913PS;GP32913PS;AMORTECEDOR;AMORTECEDORES;POWER SHOCK (TURBOGAS);DIANTEIRA ESQUERDA;;GP32913PS.jpg;;;; GP32913PS AMORTECEDOR 127/2013 1272013 4166/2012 41662012 4169/2012 41692012 519156820 HG 41375 HG41375 FIAT GRAND SIENA PALIO 2ª GERACAO - EXCETO SPORTING  AMORTECEDOR POWER SHOCK (TURBOGAS) DIANTEIRA ESQUERDA ORIGINAL 519156820 REGISTRO INMETRO 127/2013 REGISTRO INMETRO 4166/2012 REGISTRO INMETRO 4169/2012 NAKATA HG 41375
683;GP32926;GP32926;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA ESQUERDA;;GP32926.jpg;;;; GP32926 AMORTECEDOR 127/2013 1272013 4166/2012 41662012 51875606 51959688 HG 41363 HG41363 SP085 FIAT PALIO SPORTING  AMORTECEDOR TURBOGAS DIANTEIRA ESQUERDA ORIGINAL 51959688 ORIGINAL 51875606 REGISTRO INMETRO 127/2013 REGISTRO INMETRO 4166/2012 MONROE SP085 NAKATA HG 41363
684;GP32927;GP32927;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA DIREITA;;GP32927.jpg;;;; GP32927 AMORTECEDOR 127/2013 1272013 4166/2012 41662012 518756050 HG 41362 HG41362 SP084 FIAT PALIO SPORTING  AMORTECEDOR TURBOGAS DIANTEIRA DIREITA ORIGINAL 518756050 REGISTRO INMETRO 127/2013 REGISTRO INMETRO 4166/2012 MONROE SP084 NAKATA HG 41362
685;GP30361;GP30361;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA;;GP30361.jpg;;;; GP30361 AMORTECEDOR 127/2013 1272013 4166/2012 41662012 543029233R 749003SP 749005SP HG 41006 HG41006 RENAULT CAPTUR CAMBIO MANUAL DUSTER 4X2 / 4X4 - CAMBIO MANUAL  AMORTECEDOR TURBOGAS DIANTEIRA REGISTRO INMETRO 127/2013 REGISTRO INMETRO 4166/2012 MONROE 749003SP MONROE 749005SP ORIGINAL 543029233R NAKATA HG 41006
686;GP30362;GP30362;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA;;GP30362.jpg;;;; GP30362 AMORTECEDOR 127/2013 1272013 4166/2012 41662012 543022071R 543022785R HG 41004 HG41004 RENAULT CAPTUR CAMBIO AUTOMATICO DUSTER 4X2 / 4X4 - CAMBIO AUTOMATICO  AMORTECEDOR TURBOGAS DIANTEIRA REGISTRO INMETRO 127/2013 REGISTRO INMETRO 4166/2012 ORIGINAL 543022071R ORIGINAL 543022785R NAKATA HG 41004
687;GP32986;GP32986;AMORTECEDOR;AMORTECEDORES;TURBOGAS;DIANTEIRA;;GP32986.jpg;;;; GP32986 AMORTECEDOR 023/2013 232013 127/2013 1272013 1S0.413.031.H 1S0413031H 334835 4166/2012 41662012 4169/2012 41692012 5U0 413 031.F 5U0413031F 5U0413031P 9347514 GP32814 HG 33035 HG33035 HG 33036 HG33036 JZZ413031E SP320 SP321 VOLKSWAGEN GOL G5 / G6 / G7 (EXCETO RALLYE / TRACK) VOYAGE  AMORTECEDOR TURBOGAS DIANTEIRA ORIGINAL 5U0 413 031.F NAKATA HG 33036 KYB 334835 NAKATA HG 33035 ORIGINAL 1S0.413.031.H ORIGINAL 5U0413031P REGISTRO INMETRO 023/2013 REGISTRO INMETRO 127/2013 REGISTRO INMETRO 4166/2012 REGISTRO INMETRO 4169/2012 MONROE SP321 MONROE SP320 KYB 9347514 ORIGINAL JZZ413031E CODIGO ANTIGO GP32814
688;GB48167;GB48167;AMORTECEDOR;AMORTECEDORES;TURBOGAS;TRASEIRA;;GB48167.jpg;;;PRODUTO TAMBÉM DISPONÍVEL NA VERSÃO SPA CÓDIGO SGB48498; GB48167 AMORTECEDOR 022/2013 222013 341439 4165/2012 41652012 441126 5U0513025E 9417500 GB48089 HG 31128 HG31128 SP322 VOLKSWAGEN GOL G5 (EXCETO RALLY / TRACK) G6 / G7 (EXCETO RALLY / TRACK) VOYAGE G5 / G6  AMORTECEDOR TURBOGAS TRASEIRA ORIGINAL 5U0513025E NAKATA HG 31128 REGISTRO INMETRO 022/2013 REGISTRO INMETRO 4165/2012 MONROE SP322 KYB 341439 KYB 441126 KYB 9417500 CODIGO ANTIGO GB48089
690;BJC03021M;BJC03021M;BANDEJA;BANDEJAS;COM MANCAL / COM PIVÔ;DIANTEIRA ESQUERDA;;BJC03021M.JPG;;;; BJC03021M BANDEJA 46474556 BDJ4557 FI 213 FI213 ALFA ROMEO FIAT 145 146 155 BRAVA COUPE MAREA MAREA WEEKEND SPIDER  BANDEJA COM MANCAL / COM PIVO DIANTEIRA ESQUERDA ORIGINAL 46474556 PERFECT BDJ4557 GRAZZIMETAL FI 213
691;BJC03022M;BJC03022M;BANDEJA;BANDEJAS;COM MANCAL / COM PIVÔ;DIANTEIRA DIREITA;;BJC03022M.JPG;;;; BJC03022M BANDEJA 46474557 BDJ4556 FI 214 FI214 ALFA ROMEO FIAT 145 146 155 BRAVA COUPE MAREA MAREA WEEKEND SPIDER  BANDEJA COM MANCAL / COM PIVO DIANTEIRA DIREITA ORIGINAL 46474557 PERFECT BDJ4556 GRAZZIMETAL FI 214
692;BJC01008M;BJC01008M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA;;BJC01008M.JPG;;;; BJC01008M BANDEJA 811.407.153.C 811407153C NBJ1001 VW 1099 VW1099 AUDI VOLKSWAGEN 80 90 QUANTUM SANTANA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ORIGINAL 811.407.153.C NAKATA NBJ1001 GRAZZIMETAL VW 1099
693;BJC01018M;BJC01018M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA;;BJC01018M.JPG;;;; BJC01018M BANDEJA 857.407.153-D 857407153D 857.407.153.1.C 8574071531C 857.407.154-D 857407154D 857.407.154.1.C 8574071541C 857.407.157.1 C 8574071571C 857.457.153 1 C 8574571531C 857.457.154 1 C 8574571541C BDJ1018 NBJ1010D NBJ1010E VW 1055 VW1055 AUDI FORD VOLKSWAGEN 80 90 QUANTUM ROYALE SANTANA VERSAILLES  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ORIGINAL 857.457.154 1 C ORIGINAL 857.457.153 1 C ORIGINAL 857.407.157.1 C ORIGINAL 857.407.153.1.C ORIGINAL 857.407.154.1.C ORIGINAL 857.407.153-D ORIGINAL 857.407.154-D PERFECT BDJ1018 NAKATA NBJ1010D NAKATA NBJ1010E GRAZZIMETAL VW 1055
696;BJC04033M;BJC04033M;BANDEJA;BANDEJAS;COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVÔ;DIANTEIRA ESQUERDA SUPERIOR;;BJC04033M.JPG;;;; BJC04033M BANDEJA 94.602.707 C 94602707C GM 2115 GM2115 NBJ3018E CHEVROLET A-10 A-20 C-10 C-14 C-15 C-20 D-10 D-20  BANDEJA COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVO DIANTEIRA ESQUERDA SUPERIOR ORIGINAL 94.602.707 C GRAZZIMETAL GM 2115 NAKATA NBJ3018E
697;BJC04034M;BJC04034M;BANDEJA;BANDEJAS;COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVÔ;DIANTEIRA DIREITA SUPERIOR;;BJC04034M.JPG;;;; BJC04034M BANDEJA 94.602.708 C 94602708C GM 2114 GM2114 NBJ3018D CHEVROLET A-10 A-20 C-10 C-14 C-15 C-20 D-10 D-20  BANDEJA COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVO DIANTEIRA DIREITA SUPERIOR ORIGINAL 94.602.708 C GRAZZIMETAL GM 2114 NAKATA NBJ3018D
698;BJC04043M;BJC04043M;BANDEJA;BANDEJAS;COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVÔ;DIANTEIRA ESQUERDA INFERIOR;;BJC04043M.JPG;;;; BJC04043M BANDEJA 93.219.351 C 93219351C BDJ2044 GM 2043 GM2043 NBJ 3012E NBJ3012E CHEVROLET A-10 A-20 C-10 C-14 C-15 C-20 D-10 D-20  BANDEJA COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVO DIANTEIRA ESQUERDA INFERIOR ORIGINAL 93.219.351 C PERFECT BDJ2044 GRAZZIMETAL GM 2043 NAKATA NBJ 3012E
702;BJC04050M;BJC04050M;BANDEJA;BANDEJAS;COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVÔ;DIANTEIRA ESQUERDA SUPERIOR;;BJC04050M.JPG;;;; BJC04050M BANDEJA 93.204.465 C 93204465C GM 2127 C GM2127C NBJ3019E CHEVROLET A-10 A-20 C-10 C-20 D-10 D-20 SILVERADO  BANDEJA COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVO DIANTEIRA ESQUERDA SUPERIOR ORIGINAL 93.204.465 C GRAZZIMETAL GM 2127 C NAKATA NBJ3019E
703;BJC04053M;BJC04053M;BANDEJA;BANDEJAS;COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVÔ;DIANTEIRA DIREITA SUPERIOR;;BJC04053M.JPG;;;; BJC04053M BANDEJA 93.233.488 C 93233488C GM 2128 C GM2128C NBJ3019D CHEVROLET A-10 A-20 C-10 C-20 D-10 D-20 SILVERADO  BANDEJA COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVO DIANTEIRA DIREITA SUPERIOR ORIGINAL 93.233.488 C GRAZZIMETAL GM 2128 C NAKATA NBJ3019D
704;BJC04056M;BJC04056M;BANDEJA;BANDEJAS;COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVÔ;DIANTEIRA ESQUERDA INFERIOR;;BJC04056M.JPG;;;; BJC04056M BANDEJA 93.204.551 C 93204551C GM 2043 B GM2043B NBJ3013E CHEVROLET A-10 A-20 C-10 C-20 D-10 D-20 SILVERADO  BANDEJA COM BUCHAS / COM EIXO / COM BATENTE / SEM PIVO DIANTEIRA ESQUERDA INFERIOR ORIGINAL 93.204.551 C GRAZZIMETAL GM 2043 B NAKATA NBJ3013E
707;BJC04138M;BJC04138M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA;;BJC04138M.JPG;;;; BJC04138M BANDEJA 352192 NBJ3005D CHEVROLET ASTRA GLS (SOMENTE IMPORTADO) ASTRA SW VECTRA (MOD.ANTIGO/SOMENTE IMPORTADO)  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA ORIGINAL 352192 NAKATA NBJ3005D
709;BJC04092M;BJC04092M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA ESQUERDA INFERIOR;;BJC04092M.JPG;;;; BJC04092M BANDEJA 93213425 BDJ2093 GM 2095 GM2095 NBJ3027E CHEVROLET BLAZER 4X2 S10  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ESQUERDA INFERIOR ORIGINAL 93213425 PERFECT BDJ2093 GRAZZIMETAL GM 2095 NAKATA NBJ3027E
710;BJC04094M;BJC04094M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA INFERIOR;;BJC04094M.JPG;;;; BJC04094M BANDEJA 93213426 BDJ2094 GM 2096 GM2096 NBJ3027D CHEVROLET BLAZER 4X2 S10  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA INFERIOR ORIGINAL 93213426 PERFECT BDJ2094 GRAZZIMETAL GM 2096 NAKATA NBJ3027D
712;BJC04065M;BJC04065M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA ESQUERDA INFERIOR;;BJC04065M.JPG;;;; BJC04065M BANDEJA 7.322.151 S 7322151S GM 2013 GM2013 CHEVROLET CARAVAN OPALA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ESQUERDA INFERIOR ORIGINAL 7.322.151 S GRAZZIMETAL GM 2013
713;BJC04068M;BJC04068M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA INFERIOR;;BJC04068M.JPG;;;; BJC04068M BANDEJA 7.322.152 S 7322152S GM 2014 GM2014 CHEVROLET CARAVAN OPALA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA INFERIOR ORIGINAL 7.322.152 S GRAZZIMETAL GM 2014
714;BJC04071M;BJC04071M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA ESQUERDA SUPERIOR;;BJC04071M.JPG;;;; BJC04071M BANDEJA 7.322.149 C 7322149C GM 2037 GM2037 NBJ3024E CHEVROLET CARAVAN OPALA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ESQUERDA SUPERIOR ORIGINAL 7.322.149 C GRAZZIMETAL GM 2037 NAKATA NBJ3024E
715;BJC04074M;BJC04074M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA SUPERIOR;;BJC04074M.JPG;;;; BJC04074M BANDEJA 7.322.150 C 7322150C GM 2038 GM2038 NBJ3024D CHEVROLET CARAVAN OPALA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA SUPERIOR ORIGINAL 7.322.150 C GRAZZIMETAL GM 2038 NAKATA NBJ3024D
716;BJC04077M;BJC04077M;BANDEJA;BANDEJAS;COM BUCHAS;TRASEIRA LATERAL;;BJC04077M.JPG;;;; BJC04077M BANDEJA 8957756 GM 2000 GM2000 NBJ3020 CHEVROLET CARAVAN OPALA  BANDEJA COM BUCHAS TRASEIRA LATERAL ORIGINAL 8957756 GRAZZIMETAL GM 2000 NAKATA NBJ3020
718;BJC04079M;BJC04079M;BANDEJA;BANDEJAS;COM BUCHAS / COM SUPORTES;TRASEIRA INFERIOR DIREITA;;BJC04079M.JPG;;;; BJC04079M BANDEJA 52259198 8937986 GM 2028 A GM2028A NBJ3023D CHEVROLET CARAVAN OPALA  BANDEJA COM BUCHAS / COM SUPORTES TRASEIRA INFERIOR DIREITA ORIGINAL 8937986 ORIGINAL 52259198 GRAZZIMETAL GM 2028 A NAKATA NBJ3023D
719;BJC04080M;BJC04080M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA INFERIOR ESQUERDA;;BJC04080M.jpg;;;; BJC04080M BANDEJA 94613239 GM 2021 GM2021 CHEVROLET CARAVAN OPALA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA INFERIOR ESQUERDA ORIGINAL 94613239 GRAZZIMETAL GM 2021
720;BJC04082M;BJC04082M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA INFERIOR;;bjc04082m.jpg;;;; BJC04082M BANDEJA 94613240 GM 2022 GM2022 CHEVROLET CARAVAN OPALA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA INFERIOR ORIGINAL 94613240 GRAZZIMETAL GM 2022
725;BJC04104M;BJC04104M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA ESQUERDA SUPERIOR;;BJC04104M.JPG;;;; BJC04104M BANDEJA 9.306.509 C 9306509C 9.306.509 C / C AA 9306509CCAA 9.306.509 CAA 9306509CAA 9.306.509 CP 9306509CP GM 2031 GM2031 NBJ3002E CHEVROLET CHEVETTE CHEVY 500 MARAJO  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ESQUERDA SUPERIOR ORIGINAL 9.306.509 C ORIGINAL 9.306.509 CAA ORIGINAL 9.306.509 CP ORIGINAL 9.306.509 C / C AA GRAZZIMETAL GM 2031 NAKATA NBJ3002E
726;BJC04106M;BJC04106M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA SUPERIOR;;BJC04106M.JPG;;;; BJC04106M BANDEJA 9.306.510 C 9306510C 9.306.510 C / C AA 9306510CCAA 9.306.510 CAA 9306510CAA GM 2032 GM2032 NBJ3002D CHEVROLET CHEVETTE CHEVY 500 MARAJO  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA SUPERIOR ORIGINAL 9.306.510 C ORIGINAL 9.306.510 CAA ORIGINAL 9.306.510 C / C AA GRAZZIMETAL GM 2032 NAKATA NBJ3002D
727;BJC04108M;BJC04108M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA ESQUERDA;;BJC04108M.JPG;;;; BJC04108M BANDEJA 90445118 BDJ0377 GM 2151 A GM2151A CHEVROLET CORSA CORSA PICK-UP  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ESQUERDA ORIGINAL 90445118 GRAZZIMETAL GM 2151 A PERFECT BDJ0377
728;BJC04109M;BJC04109M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA;;BJC04109M.JPG;;;; BJC04109M BANDEJA 90445119 BDJ0378 GM 2150 A GM2150A CHEVROLET CORSA CORSA PICK-UP  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA ORIGINAL 90445119 GRAZZIMETAL GM 2150 A PERFECT BDJ0378
729;BJC04120M;BJC04120M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA;;BJC04120M.JPG;;;; BJC04120M BANDEJA 93.390.602-BC 93390602BC 93381788 BDJ2022SP GM-2164 GM2164 NBJ3006D CHEVROLET CORSA (HATCH/SEDAN)/EXCETO CLASSIC  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA ORIGINAL 93381788 ORIGINAL 93.390.602-BC PERFECT BDJ2022SP GRAZZIMETAL GM-2164 NAKATA NBJ3006D
730;BJC04121M;BJC04121M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA ESQUERDA;;BJC04121M.JPG;;;; BJC04121M BANDEJA 93.390.601-BC 93390601BC 93381789 BDJ2023SP GM-2163 GM2163 NBJ3006E CHEVROLET CORSA (HATCH/SEDAN)/EXCETO CLASSIC  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ESQUERDA ORIGINAL 93381789 ORIGINAL 93.390.601-BC PERFECT BDJ2023SP GRAZZIMETAL GM-2163 NAKATA NBJ3006E
731;BJC04129M;BJC04129M;BANDEJA;BANDEJAS;COM BUCHAS / COM MANCAL / SEM PIVÔ;DIANTEIRA ESQUERDA;;BJC04129M.JPG;;;; BJC04129M BANDEJA 93.368.868.BC 93368868BC BDJ6587 GM 2181 GM2181 NBJ3008E CHEVROLET MERIVA MONTANA (EXCETO MODELO AGILE)  BANDEJA COM BUCHAS / COM MANCAL / SEM PIVO DIANTEIRA ESQUERDA ORIGINAL 93.368.868.BC PERFECT BDJ6587 GRAZZIMETAL GM 2181 NAKATA NBJ3008E
732;BJC04130M;BJC04130M;BANDEJA;BANDEJAS;COM BUCHAS / COM MANCAL / SEM PIVÔ;DIANTEIRA DIREITA;;BJC04130M.JPG;;;; BJC04130M BANDEJA 93.368.869.BC 93368869BC BDJ6586 GM 2182 GM2182 NBJ3008D CHEVROLET MERIVA MONTANA (EXCETO MODELO AGILE)  BANDEJA COM BUCHAS / COM MANCAL / SEM PIVO DIANTEIRA DIREITA ORIGINAL 93.368.869.BC PERFECT BDJ6586 GRAZZIMETAL GM 2182 NAKATA NBJ3008D
733;BJC04061M;BJC04061M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA;;BJC04061M.JPG;;;; BJC04061M BANDEJA 93.216.574 C 93216574C GM 2112 GM2112 CHEVROLET OMEGA (NACIONAL) SUPREMA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA ORIGINAL 93.216.574 C GRAZZIMETAL GM 2112
734;BJC04063M;BJC04063M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA ESQUERDA;;BJC04063M.JPG;;;; BJC04063M BANDEJA 93.216.573 C 93216573C GM 2113 GM2113 CHEVROLET OMEGA (NACIONAL) SUPREMA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ESQUERDA ORIGINAL 93.216.573 C GRAZZIMETAL GM 2113
735;BJC17003M;BJC17003M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA ESQUERDA;;BJC17003M.JPG;;;; BJC17003M BANDEJA 3520.A2 3520A2 3520.F5 3520F5 3520.G3 3520G3 3520.G5 3520G5 3520.H4 3520H4 BDJ0823 NBJ5003E PG 5005 PG5005 CITROEN PEUGEOT 306 BERLINGO PARTNER XSARA XSARA BREAK ZX  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ESQUERDA ORIGINAL 3520.H4 ORIGINAL 3520.A2 ORIGINAL 3520.F5 ORIGINAL 3520.G3 ORIGINAL 3520.G5 PERFECT BDJ0823 NAKATA NBJ5003E GRAZZIMETAL PG 5005
736;BJC17004M;BJC17004M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA;;BJC17004M.JPG;;;; BJC17004M BANDEJA 3521.72 352172 3521.A5 3521A5 3521.C3 3521C3 3521.C5 3521C5 3521.E3 3521E3 3521.E3 - 16V 3521E316V BDJ0822 NBJ5003D PG 5006 PG5006 CITROEN PEUGEOT 306 BERLINGO PARTNER XSARA XSARA BREAK ZX  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA ORIGINAL 3521.72 ORIGINAL 3521.E3 - 16V ORIGINAL 3521.C5 ORIGINAL 3521.A5 ORIGINAL 3521.C3 ORIGINAL 3521.E3 PERFECT BDJ0822 NAKATA NBJ5003D GRAZZIMETAL PG 5006
737;BJC17015M;BJC17015M;BANDEJA;BANDEJAS;COM BUCHAS / COM MANCAL / COM PIVÔ;DIANTEIRA ESQUERDA;;BJC17015M.JPG;;;; BJC17015M BANDEJA 3520.J3 3520J3 3520.J5 3520J5 3521.F5 3521F5 BRA2201 CT60001A NBJ5007EP CITROEN PEUGEOT BERLINGO PARTNER XSARA XSARA PICASSO  BANDEJA COM BUCHAS / COM MANCAL / COM PIVO DIANTEIRA ESQUERDA ORIGINAL 3521.F5 ORIGINAL 3520.J3 PERFECT BRA2201 NAKATA NBJ5007EP GRAZZIMETAL CT60001A ORIGINAL 3520.J5
738;BJC17016M;BJC17016M;BANDEJA;BANDEJAS;COM BUCHAS / COM MANCAL / COM PIVÔ;DIANTEIRA DIREITA;;BJC17016M.JPG;;;; BJC17016M BANDEJA 3250.J5 3250J5 3520.J5 3520J5 3521.F3 3521F3 BRA2202 CT 6000 A CT6000A NBJ5007DP CITROEN PEUGEOT BERLINGO PARTNER XSARA XSARA PICASSO  BANDEJA COM BUCHAS / COM MANCAL / COM PIVO DIANTEIRA DIREITA ORIGINAL 3250.J5 ORIGINAL 3520.J5 ORIGINAL 3521.F3 PERFECT BRA2202 NAKATA NBJ5007DP GRAZZIMETAL CT 6000 A
741;BJC03041M;BJC03041M;BANDEJA;BANDEJAS;COM BUCHA / SEM PIVÔ / COM MANCAL TRASEIRO;DIANTEIRA ESQUERDA;;BJC03041M.JPG;;;; BJC03041M BANDEJA 46777742 51784487 51784488 BDJ9001SP BDJ9004SP FI 195 AMGG FI195AMGG NBJ4004E NBJ4012E FIAT DOBLO (EXCETO ADVENTURE) PALIO PALIO WEEKEND ADVENTURE SIENA STRADA  BANDEJA COM BUCHA / SEM PIVO / COM MANCAL TRASEIRO DIANTEIRA ESQUERDA ORIGINAL 46777742 ORIGINAL 51784487 GRAZZIMETAL FI 195 AMGG NAKATA NBJ4004E NAKATA NBJ4012E ORIGINAL 51784488 PERFECT BDJ9001SP PERFECT BDJ9004SP
743;BJC03017M;BJC03017M;BANDEJA;BANDEJAS;COM BUCHAS / COM EIXO;TRASEIRA;;BJC03017M.jpg;;;; BJC03017M BANDEJA 7.576.418 C 7576418C BDJ3017 FI 124 C FI124C NBJ4003 FIAT 147 ELBA S / CS FIORINO FURGAO / PICK-UP FURGONETA UNO SPAZIO CLS CS / S / SX FIRE MILLE R  BANDEJA COM BUCHAS / COM EIXO TRASEIRA ORIGINAL 7.576.418 C PERFECT BDJ3017 GRAZZIMETAL FI 124 C NAKATA NBJ4003
744;BJC03051M;BJC03051M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA ESQUERDA;;BJC03051M.jpg;;;; BJC03051M BANDEJA 51.737.661BC 51737661BC 51.737.661BC L 51737661BCL 51705554 51737662 BDJ0735 FI-301C FI301C NBJ4011E FIAT FIORINO MODELO NOVO IDEA ADVENTURE ELX HLX PALIO WEEKEND ADVENTURE - LOCKER STRADA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA ESQUERDA ORIGINAL 51.737.661BC ORIGINAL 51.737.661BC L ORIGINAL 51705554 ORIGINAL 51737662 PERFECT BDJ0735 GRAZZIMETAL FI-301C NAKATA NBJ4011E
745;BJC03052M;BJC03052M;BANDEJA;BANDEJAS;COM BUCHAS / SEM PIVÔ;DIANTEIRA DIREITA;;BJC03052M.jpg;;;; BJC03052M BANDEJA 51.737.662BC 51737662BC 51.737.662BC R 51737662BCR 51705553 51737661 BDJ0734 FI-302C FI302C NBJ4011D FIAT FIORINO MODELO NOVO IDEA ADVENTURE ELX HLX PALIO WEEKEND ADVENTURE - LOCKER STRADA  BANDEJA COM BUCHAS / SEM PIVO DIANTEIRA DIREITA ORIGINAL 51.737.662BC ORIGINAL 51.737.662BC R ORIGINAL 51705553 ORIGINAL 51737661 PERFECT BDJ0734 GRAZZIMETAL FI-302C NAKATA NBJ4011D
746;BJC03013M;BJC03013M;BANDEJA;BANDEJAS;COM BUCHA / SEM PIVÔ / COM MANCAL TRASEIRO;DIANTEIRA DIREITA;;BJC03013M.JPG;;;; BJC03013M BANDEJA 46.454.598 S 46454598S BDJ5498SP FI 194 A FI194A NBJ4005D NBJ4006D FIAT PALIO PALIO WEEKEND SIENA  BANDEJA COM BUCHA / SEM PIVO / COM MANCAL TRASEIRO DIANTEIRA DIREITA ORIGINAL 46.454.598 S PERFECT BDJ5498SP GRAZZIMETAL FI 194 A NAKATA NBJ4005D NAKATA NBJ4006D
